ID,DESCRIPTION,Attribut1,Additional Feature,Application,Characteristic,Temp,Height,Length in mm,Rating,Material,Code,Joule-integral-Nom (J),LC Risk,Maximum AC Voltage Rating,Maximum DC Voltage Rating,Maximum Power Dissipation,Mounting,Mounting Feature,Number of Terminals,Rated Breaking Capacity (A)
A654,Indicator Chip Very Fast Movement 0.68A 32V SMD Solder Pad 0603 Epoxy T/R CSA/UL ,Very Fast,NA,Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive,NA,NA,NA,NA,0.68A,Epoxy,NA,NA,High,32V,32V,NA,Surface Mount,NA,2,NA
A655,"Very Fast, Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive, 0.75A, Epoxy, 1.6 X 0.81 X 0.31mm, 32V, 32V",Very Fast,NA,Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive,NA,1.6,0.81,0.31,0.75A,Epoxy,NA,NA,NA,32V,32V,NA,NA,NA,2,NA
A656,"Indicator Chip Very Fast Movement 0.75A 32V SMD Solder Pad 0603 Epoxy T/R CSA Electric Indicator, Very Fast Blow, 0.75A, 32VAC, 32VDC, 50A (IR), Surface Mount",Very Fast,RATED BREAKING CAPACITY AT 32 VDC: 50 A,Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive,VERY FAST,0.81mm,0.31mm,1.6mm,0.75A,Epoxy,e3,0.0171J,High,32V,32V,NA,Surface Mount,SURFACE MOUNT,2,50A
A657,Indicator Chip Very Fast Movement 0.75A 32V SMD Solder Pad 0603 Epoxy T/R CSA ,Very Fast,NA,Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive,NA,NA,NA,NA,0.75A,Epoxy,NA,NA,High,32V,32V,NA,Surface Mount,NA,2,NA
A658,"Indicator Chip Very Fast Movement 1A 32V SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Fast Blow, 1A, 32VDC, 35A (IR), Surface Mount, 0402",Very Fast,RATED BREAKING CAPACITY AT 32 VDC: 35 A,Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive,FAST,0.51mm,0.3mm,0.99mm,1A,Epoxy Glass,e3,0.02J,Low,NA,32V,0.08745W,Surface Mount,SURFACE MOUNT,2,35A
A659,"Indicator Chip Very Fast Movement 1A 32V SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Very Fast Blow, 1A, 32VDC, 35A (IR), Surface Mount, NANO",Very Fast,"RATED BREAKING CAPACITY AT 32 VDC: 35 A, JOULE-INTEGRAL-NOM AT 32 VDC: 0.0200",Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive,VERY FAST,0.56mm,0.38mm,1.04mm,1A,Epoxy Glass,e3,0.02J,Low,NA,32V,0.08745W,Surface Mount,SURFACE MOUNT,2,35A
A660,"RATED BREAKING CAPACITY AT 24 VDC: 35 A, VERY FAST, 0.51mm, 0.3mm, 1.04mm, 0.1J, Low, SURFACE MOUNT, 90Cel, -55Cel, 1.04mm  x  0.51mm  x  0.3mm, 35A, 2A, 24V",NA,RATED BREAKING CAPACITY AT 24 VDC: 35 A,NA,VERY FAST,0.51mm,0.3mm,1.04mm,35A,NA,NA,0.1J,Low,NA,24VDC,NA,NA,SURFACE MOUNT,2,35A
A661,"Indicator Chip Very Fast Movement 2A 32V SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Fast Blow, 2A, 32VDC, 35A (IR), Surface Mount",Very Fast,RATED BREAKING CAPACITY AT 32 VDC: 35 A,Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive,FAST,0.51mm,0.3mm,0.99mm,2A,Epoxy Glass,e3,0.1J,Low,NA,32V,0.1412W,Surface Mount,SURFACE MOUNT,2,35A
A662,"Indicator Chip Very Fast Movement 2A 32V SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Very Fast Blow, 2A, 32VDC, 35A (IR), Surface Mount, NANO",Very Fast,"RATED BREAKING CAPACITY AT 32 VDC: 35 A, JOULE-INTEGRAL-NOM AT 32 VDC: 0.1000",Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive,VERY FAST,0.56mm,0.38mm,1.04mm,2A,Epoxy Glass,e3,0.1J,Low,NA,32V,0.1412W,Surface Mount,SURFACE MOUNT,2,35A
A663,"Indicator Chip Very Fast Movement 3A 32V SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Fast Blow, 3A, 32VDC, Surface Mount",Very Fast,RATED BREAKING CAPACITY AT 32 VDC: 35 A,Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive,FAST,0.51mm,0.3mm,0.99mm,3A,Epoxy Glass,e3,0.2032J,Low,NA,32V,0.1874W,Surface Mount,SURFACE MOUNT,2,NA
A664,"Indicator Chip Very Fast Movement 3A 32V SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Very Fast Blow, 3A, 32VDC, 35A (IR), Surface Mount, NANO",Very Fast,"RATED BREAKING CAPACITY AT 32 VDC: 35 A, JOULE-INTEGRAL-NOM AT 32 VDC: 0.2032",Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive,VERY FAST,0.56mm,0.38mm,1.04mm,3A,Epoxy Glass,e3,0.2032J,Low,NA,32V,0.1874W,Surface Mount,SURFACE MOUNT,2,35A
A665,"Indicator Chip Very Fast Movement 4A 32V SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Fast Blow, 4A, 32VDC, Surface Mount",Very Fast,RATED BREAKING CAPACITY AT 32 VDC: 35 A,Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive,FAST,0.51mm,0.3mm,0.99mm,4A,Epoxy Glass,e3,0.3084J,Low,NA,32V,0.228W,Surface Mount,SURFACE MOUNT,2,NA
A666,"Indicator Chip Very Fast Movement 4A 32V SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Very Fast Blow, 4A, 32VDC, 35A (IR), Surface Mount, NANO",Very Fast,"RATED BREAKING CAPACITY AT 32 VDC: 35 A, JOULE-INTEGRAL-NOM AT 32 VDC: 0.3084",Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive,VERY FAST,0.56mm,0.38mm,1.04mm,4A,Epoxy Glass,e3,0.3084J,Low,NA,32V,0.228W,Surface Mount,SURFACE MOUNT,2,35A
A667,"Indicator Chip Very Fast Movement 5A 32V SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Fast Blow, 5A, 32VDC, Surface Mount",Very Fast,RATED BREAKING CAPACITY AT 32 VDC: 35 A,Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive,FAST,0.51mm,0.3mm,0.99mm,5A,Epoxy Glass,e3,0.531J,Low,NA,32V,0.2622W,Surface Mount,SURFACE MOUNT,2,NA
A668,"Indicator Chip Very Fast Movement 5A 32V SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Very Fast Blow, 5A, 32VDC, 35A (IR), Surface Mount, NANO",Very Fast,"RATED BREAKING CAPACITY AT 32 VDC: 35 A, JOULE-INTEGRAL-NOM AT 32 VDC: 0.5310",Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive,VERY FAST,0.56mm,0.38mm,1.04mm,5A,Epoxy Glass,e3,0.531J,Low,NA,32V,0.2622W,Surface Mount,SURFACE MOUNT,2,35A
A669,"RATED BREAKING CAPACITY AT 24 VDC: 35 A, VERY FAST, 0.51mm, 0.3mm, 1.04mm, 0.056J, Low, SURFACE MOUNT, 90Cel, -55Cel, 1.04mm  x  0.51mm  x  0.3mm, 35A, 1.5A, 24V",NA,RATED BREAKING CAPACITY AT 24 VDC: 35 A,NA,VERY FAST,0.51mm,0.3mm,1.04mm,35A,NA,NA,0.056J,Low,NA,24VDC,NA,NA,SURFACE MOUNT,2,35A
A670,"Indicator Chip Very Fast Movement 1.5A 32V SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Fast Blow, 1.5A, 32VDC, 35A (IR), Surface Mount",Very Fast,RATED BREAKING CAPACITY AT 32 VDC: 35 A,Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive,FAST,0.51mm,0.3mm,0.99mm,1.5A,Epoxy Glass,e3,0.056J,Low,NA,32V,0.13005W,Surface Mount,SURFACE MOUNT,2,35A
A671,"Indicator Chip Very Fast Movement 1.5A 32V SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Very Fast Blow, 1.5A, 32VDC, 35A (IR), Surface Mount",Very Fast,"RATED BREAKING CAPACITY AT 32 VDC: 35 A, JOULE-INTEGRAL-NOM AT 32 VDC: 0.0560",Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive,VERY FAST,0.56mm,0.38mm,1.04mm,1.5A,Epoxy Glass,e3,0.056J,Low,NA,32V,0.13005W,Surface Mount,SURFACE MOUNT,2,35A
A672,"Indicator Chip Very Fast Movement 2.5A 32V SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Fast Blow, 2.5A, 32VDC, Surface Mount",Very Fast,RATED BREAKING CAPACITY AT 32 VDC: 35 A,Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive,FAST,0.51mm,0.3mm,0.99mm,2.5A,Epoxy Glass,e3,0.156J,Low,NA,32V,0.13813W,Surface Mount,SURFACE MOUNT,2,NA
A673,"Indicator Chip Very Fast Movement 2.5A 32V SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Very Fast Blow, 2.5A, 32VDC, 35A (IR), Surface Mount, NANO",Very Fast,"RATED BREAKING CAPACITY AT 32 VDC: 35 A, JOULE-INTEGRAL-NOM AT 32 VDC: 0.1560",Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive,VERY FAST,0.56mm,0.38mm,1.04mm,2.5A,Epoxy Glass,e3,0.156J,Low,NA,32V,0.13813W,Surface Mount,SURFACE MOUNT,2,35A
A674,"Indicator Chip Very Fast Movement 3.5A 32V SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Fast Blow, 3.5A, 32VDC, Surface Mount",Very Fast,RATED BREAKING CAPACITY AT 32 VDC: 35 A,Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive,FAST,0.51mm,0.3mm,0.99mm,3.5A,Epoxy Glass,e3,0.3017J,Low,NA,32V,0.20244W,Surface Mount,SURFACE MOUNT,2,NA
A675,"Indicator Chip Very Fast Movement 3.5A 32V SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Very Fast Blow, 3.5A, 32VDC, 35A (IR), Surface Mount, NANO",Very Fast,"RATED BREAKING CAPACITY AT 32 VDC: 35 A, JOULE-INTEGRAL-NOM AT 32 VDC: 0.3017",Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive,VERY FAST,0.56mm,0.38mm,1.04mm,3.5A,Epoxy Glass,e3,0.3017J,Low,NA,32V,0.20244W,Surface Mount,SURFACE MOUNT,2,35A
A676,"RATED BREAKING CAPACITY AT 24 VDC: 35 A, VERY FAST, 0.51mm, 0.3mm, 1.04mm, 0.035J, Low, SURFACE MOUNT, 90Cel, -55Cel, 1.04mm  x  0.51mm  x  0.3mm, 35A, 1.25A, 24V",NA,RATED BREAKING CAPACITY AT 24 VDC: 35 A,NA,VERY FAST,0.51mm,0.3mm,1.04mm,35A,NA,NA,0.035J,Low,NA,24VDC,NA,NA,SURFACE MOUNT,2,35A
A677,"Indicator Chip Very Fast Movement 1.25A 32V SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Fast Blow, 1.25A, 32VDC, 35A (IR), Surface Mount",Very Fast,RATED BREAKING CAPACITY AT 32 VDC: 35 A,Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive,FAST,0.51mm,0.3mm,0.99mm,1.25A,Epoxy Glass,e3,0.035J,Low,NA,32V,0.12046W,Surface Mount,SURFACE MOUNT,2,35A
A678,"Indicator Chip Very Fast Movement 1.25A 32V SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Very Fast Blow, 1.25A, 32VDC, 35A (IR), Surface Mount, NANO",Very Fast,"RATED BREAKING CAPACITY AT 32 VDC: 35 A, JOULE-INTEGRAL-NOM AT 32 VDC: 0.0350",Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive,VERY FAST,0.56mm,0.38mm,1.04mm,1.25A,Epoxy Glass,e3,0.035J,Low,NA,32V,0.12046W,Surface Mount,SURFACE MOUNT,2,35A
A679,"RATED BREAKING CAPACITY AT 24 VDC: 35 A, VERY FAST, 0.51mm, 0.3mm, 1.04mm, 0.075J, Low, SURFACE MOUNT, 90Cel, -55Cel, 1.04mm  x  0.51mm  x  0.3mm, 35A, 1.75A, 24V",NA,RATED BREAKING CAPACITY AT 24 VDC: 35 A,NA,VERY FAST,0.51mm,0.3mm,1.04mm,35A,NA,NA,0.075J,Low,NA,24VDC,NA,NA,SURFACE MOUNT,2,35A
A680,"Indicator Chip Very Fast Movement 1.75A 32V SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Fast Blow, 1.75A, 32VDC, 35A (IR), Surface Mount",Very Fast,RATED BREAKING CAPACITY AT 32 VDC: 35 A,Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive,FAST,0.51mm,0.3mm,0.99mm,1.75A,Epoxy Glass,e3,0.075J,Low,NA,32V,0.14198W,Surface Mount,SURFACE MOUNT,2,35A
A681,"Indicator Chip Very Fast Movement 1.75A 32V SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Very Fast Blow, 1.75A, 32VDC, 35A (IR), Surface Mount, NANO",Very Fast,"RATED BREAKING CAPACITY AT 32 VDC: 35 A, JOULE-INTEGRAL-NOM AT 32 VDC: 0.0750",Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive,VERY FAST,0.56mm,0.38mm,1.04mm,1.75A,Epoxy Glass,e3,0.075J,Low,NA,32V,0.14198W,Surface Mount,SURFACE MOUNT,2,35A
A682,"Indicator Chip Very Fast Movement 0.25A 32V SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Fast Blow, 0.25A, 32VDC, 35A (IR), Surface Mount",Very Fast,RATED BREAKING CAPACITY AT 32 VDC: 35 A,Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive,FAST,0.51mm,0.3mm,0.99mm,0.25A,Epoxy Glass,e3,0.0025J,High,NA,32V,0.01517W,Surface Mount,SURFACE MOUNT,2,35A
A683,"Indicator Chip Very Fast Movement 0.25A 32V SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Very Fast Blow, 0.25A, 32VDC, 35A (IR), Surface Mount, NANO",Very Fast,"RATED BREAKING CAPACITY AT 32 VDC: 35 A, JOULE-INTEGRAL-NOM AT 32 VDC: 0.0025",Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive,VERY FAST,0.56mm,0.38mm,1.04mm,0.25A,Epoxy Glass,e3,0.0025J,High,NA,32V,0.027635W,Surface Mount,SURFACE MOUNT,2,35A
A684,"Indicator Chip Very Fast Movement 0.25A SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Very Fast Blow, 0.25A, 32VAC, 32VDC, 35A (IR), Surface Mount",Very Fast,RATED BREAKING CAPACITY AT 32 VDC,Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive,VERY FAST,0.51mm,0.3mm,0.99mm,0.25A,Epoxy Glass,NA,0.003J,Low,32VAC,32V,0.01517W,Surface Mount,SURFACE MOUNT,2,35A
A685,"Very Fast, Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive, 0.25A, Epoxy Glass, 25.17 X 12.9 X 7.75mm, 32V, 0.01517W, Surface Mount, 2.0, 25.17mm",Very Fast,NA,Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive,NA,25.17,12.9,7.75,0.25A,Epoxy Glass,NA,NA,NA,NA,32V,0.01517W,Surface Mount,NA,2,NA
A686,"RATED BREAKING CAPACITY AT 24 VDC: 35 A, VERY FAST, 0.51mm, 0.3mm, 1.04mm, 0.0035J, Low, SURFACE MOUNT, 90Cel, -55Cel, 1.04mm  x  0.51mm  x  0.3mm, 35A, 0.375A, 24V",NA,RATED BREAKING CAPACITY AT 24 VDC: 35 A,NA,VERY FAST,0.51mm,0.3mm,1.04mm,35A,NA,NA,0.0035J,Low,NA,24VDC,NA,NA,SURFACE MOUNT,2,35A
A687,"Indicator Chip Very Fast Movement 0.375A 32V SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Fast Blow, 0.375A, 32VDC, 35A (IR), Surface Mount, 0402",Very Fast,RATED BREAKING CAPACITY AT 32 VDC: 35 A,Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive,FAST,0.51mm,0.3mm,0.99mm,0.375A,Epoxy Glass,e3,0.0035J,Low,NA,32V,0.03174W,Surface Mount,SURFACE MOUNT,2,35A
A688,"Indicator Chip Very Fast Movement 0.375A 32V SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Very Fast Blow, 0.375A, 32VDC, 35A (IR), Surface Mount, NANO",Very Fast,"RATED BREAKING CAPACITY AT 32 VDC: 35 A, JOULE-INTEGRAL-NOM AT 32 VDC: 0.0035",Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive,VERY FAST,0.56mm,0.38mm,1.04mm,0.375A,Epoxy Glass,e3,0.0035J,Low,NA,32V,0.03174W,Surface Mount,SURFACE MOUNT,2,35A
A689,"Indicator Chip Very Fast Movement 0.5A 32V SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Fast Blow, 0.5A, 32VDC, 35A (IR), Supplemental, Surface Mount, 0402",Very Fast,RATED BREAKING CAPACITY AT 32 VDC: 35 A,Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive,FAST,0.51mm,0.3mm,0.99mm,0.5A,Epoxy Glass,e3,0.0053J,Low,NA,32V,0.04668W,Surface Mount,SURFACE MOUNT,2,35A
A690,"Indicator Chip Very Fast Movement 0.5A 32V SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Very Fast Blow, 0.5A, 32VDC, 35A (IR), Surface Mount, NANO",Very Fast,"RATED BREAKING CAPACITY AT 32 VDC: 35 A, JOULE-INTEGRAL-NOM AT 32 VDC: 0.0053",Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive,VERY FAST,0.56mm,0.38mm,1.04mm,0.5A,Epoxy Glass,e3,0.0053J,Low,NA,32V,0.04668W,Surface Mount,SURFACE MOUNT,2,35A
A691,"Indicator Chip Very Fast Movement 0.75A 32V SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Fast Blow, 0.75A, 32VDC, 35A (IR), Surface Mount",Very Fast,RATED BREAKING CAPACITY AT 32 VDC: 35 A,Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive,FAST,0.51mm,0.3mm,0.99mm,0.75A,Epoxy Glass,e3,0.012J,Low,NA,32V,0.07638W,Surface Mount,SURFACE MOUNT,2,35A
A692,"Indicator Chip Very Fast Movement 0.75A 32V SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Very Fast Blow, 0.75A, 32VDC, 35A (IR), Surface Mount, NANO",Very Fast,"RATED BREAKING CAPACITY AT 32 VDC: 35 A, JOULE-INTEGRAL-NOM AT 32 VDC: 0.0120",Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive,VERY FAST,0.56mm,0.38mm,1.04mm,0.75A,Epoxy Glass,e3,0.012J,Low,NA,32V,0.07638W,Surface Mount,SURFACE MOUNT,2,35A
A693,"Indicator Chip Fast Movement 1A 63V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 1A, 63VAC, 63VDC, 50A (IR), Surface Mount, 1206",Fast,RATED BREAKING CAPACITY AT 63 VDC: 50 A,Automotive Electronic|Data Modem|LCD Display|Scanners,FAST,1.63mm,0.82mm,3.2mm,1A,Ceramic,e3,0.1J,Low,63V,63V,0.415(Typ)W,Surface Mount,SURFACE MOUNT,2,50A
A694,"Fast, Automotive Electronic|Data Modem|LCD Display|Scanners, 1A, Ceramic, 3.12 X 1.67 X 0.84mm, 63V, 63V, 0.415(Typ)W, Surface Mount, 2.0, 3.12mm",Fast,NA,Automotive Electronic|Data Modem|LCD Display|Scanners,NA,3.12,1.67,0.84,1A,Ceramic,NA,NA,NA,63V,63V,0.415(Typ)W,Surface Mount,NA,2,NA
A695,"Indicator Chip Fast Movement 2A 63V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 2A, 63VAC, 63VDC, 50A (IR), Surface Mount, 1206",Fast,RATED BREAKING CAPACITY AT 63 VDC: 50 A,Automotive Electronic|Data Modem|LCD Display|Scanners,FAST,1.63mm,0.82mm,3.2mm,2A,Ceramic,e3,0.144J,Low,63V,63V,0.345(Typ)W,Surface Mount,SURFACE MOUNT,2,50A
A696,"Indicator Chip Fast Movement 3A 32V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 3A, 32VAC, 35VDC, 50A (IR), Surface Mount, 1206",Fast,RATED BREAKING CAPACITY AT 35 VDC: 50 A,Automotive Electronic|Data Modem|LCD Display|Scanners,FAST,1.63mm,0.82mm,3.2mm,3A,Ceramic,e2,0.4J,Low,32V,32V,0.462(Typ)W,Surface Mount,SURFACE MOUNT,2,50A
A697,"Indicator Chip Fast Movement 4A 32V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 4A, 32VAC, 35VDC, 50A (IR), Surface Mount, 1206",Fast,RATED BREAKING CAPACITY AT 35 VDC: 50 A,Automotive Electronic|Data Modem|LCD Display|Scanners,FAST,1.63mm,0.82mm,3.2mm,4A,Ceramic,e3,1.024J,Low,32V,32V,0.618(Typ)W,Surface Mount,SURFACE MOUNT,2,50A
A698,"Indicator Chip Fast Movement 5A 32V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 5A, 32VAC, 35VDC, 50A (IR), Surface Mount, 1206",Fast,RATED BREAKING CAPACITY AT 35 VDC: 50 A,Automotive Electronic|Data Modem|LCD Display|Scanners,FAST,1.63mm,0.82mm,3.2mm,5A,Ceramic,e3,1.936J,Low,32V,32V,0.484(Typ)W,Surface Mount,SURFACE MOUNT,2,50A
A699,"Indicator Chip Fast Movement 7A 32V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 7A, 32VAC, 35VDC, 50A (IR), Surface Mount, 1206",Fast,RATED BREAKING CAPACITY AT 35 VDC: 50 A,Automotive Electronic|Data Modem|LCD Display|Scanners,FAST,1.63mm,0.82mm,3.2mm,7A,Ceramic,e3,4.9J,Low,32V,32V,0.76(Typ)W,Surface Mount,SURFACE MOUNT,2,50A
A700,"Indicator Chip Fast Movement 8A 32V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 8A, 32VAC, 35VDC, 50A (IR), Surface Mount, 1206",Fast,RATED BREAKING CAPACITY AT 35 VDC: 50 A,Automotive Electronic|Data Modem|LCD Display|Scanners,FAST,1.63mm,0.82mm,3.2mm,8A,Ceramic,e3,6.4J,Low,32V,32V,0.539(Typ)W,Surface Mount,SURFACE MOUNT,2,50A
A701,"Indicator Chip Fast Movement 1.5A 63V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 1.5A, 63VAC, 63VDC, 50A (IR), Surface Mount, 1206",Fast,RATED BREAKING CAPACITY AT 63 VDC: 50 A,Automotive Electronic|Data Modem|LCD Display|Scanners,FAST,1.63mm,0.82mm,3.2mm,1.5A,Ceramic,e3,0.324J,Low,63V,63V,0.579(Typ)W,Surface Mount,SURFACE MOUNT,2,50A
A702,"Fast, Automotive Electronic|Data Modem|LCD Display|Scanners, 1.5A, Ceramic, 3.12 X 1.67 X 0.84mm, 63V, 63V, 0.579(Typ)W, Surface Mount, 2.0, 3.12mm",Fast,NA,Automotive Electronic|Data Modem|LCD Display|Scanners,NA,3.12,1.67,0.84,1.5A,Ceramic,NA,NA,NA,63V,63V,0.579(Typ)W,Surface Mount,NA,2,NA
A703,"Indicator Chip Fast Movement 2.5A 32V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 2.5A, 32VAC, 35VDC, 50A (IR), Surface Mount, 1206",Fast,RATED BREAKING CAPACITY AT 35 VDC: 50 A,Automotive Electronic|Data Modem|LCD Display|Scanners,FAST,1.63mm,0.82mm,3.2mm,2.5A,Ceramic,e3,0.225J,Low,32V,32V,0.363(Typ)W,Surface Mount,SURFACE MOUNT,2,50A
A704,"Indicator Chip Fast Movement 3.5A 32V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 3.5A, 32VAC, 35VDC, 50A (IR), Surface Mount, 1206",Fast,RATED BREAKING CAPACITY AT 35 VDC: 50 A,Automotive Electronic|Data Modem|LCD Display|Scanners,FAST,1.63mm,0.82mm,3.2mm,3.5A,Ceramic,e3,0.576J,Low,32V,32V,0.56(Typ)W,Surface Mount,SURFACE MOUNT,2,50A
A705,"Indicator Chip Fast Movement 1.25A 63V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 1.25A, 63VAC, 63VDC, 50A (IR), Surface Mount, 1206",Fast,RATED BREAKING CAPACITY AT 63 VDC: 50 A,Automotive Electronic|Data Modem|LCD Display|Scanners,FAST,1.63mm,0.82mm,3.2mm,1.25A,Ceramic,e3,0.256J,Low,63V,63V,0.496(Typ)W,Surface Mount,SURFACE MOUNT,2,50A
A706,"Indicator Chip Fast Movement 1.75A 63V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 1.75A, 63VAC, 63VDC, 50A (IR), Surface Mount, 1206",Fast,RATED BREAKING CAPACITY AT 63 VDC: 50 A,Automotive Electronic|Data Modem|LCD Display|Scanners,FAST,1.63mm,0.82mm,3.2mm,1.75A,Ceramic,e2,0.075J,Low,63V,63V,0.474(Typ)W,Surface Mount,SURFACE MOUNT,2,50A
A707,"Indicator Chip Fast Movement 0.25A 125V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 0.25A, 125VAC, 125VDC, 50A (IR), Surface Mount, 1206",Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive Electronic|Data Modem|LCD Display|Scanners,FAST,1.63mm,0.82mm,3.2mm,0.25A,Ceramic,e3,0.003J,Low,125V,125V,0.195(Typ)W,Surface Mount,SURFACE MOUNT,2,50A
A708,"Indicator Chip Fast Movement 0.375A 125V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 0.375A, 125VAC, 125VDC, 50A (IR), Surface Mount, 1206",Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive Electronic|Data Modem|LCD Display|Scanners,FAST,1.63mm,0.82mm,3.2mm,0.375A,Ceramic,e3,0.01J,Low,125V,125V,0.225(Typ)W,Surface Mount,SURFACE MOUNT,2,50A
